Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
crt_d30_assign_rater_s7,behavior_scores,,dropdown,Site 7 assigned rater,"7000, 7000 | 7001, 7001 | 7002, 7002 | 7003, 7003 | 7004, 7004 | 7005, 7005 | 7006, 7006 | 7007, 7007 | 7008, 7008 | 7009, 7009 | 7010, 7010 | 7011, 7011 | 7012, 7012 | 7013, 7013 | 7014, 7014 | 7015, 7015 | 7016, 7016 | 7017, 7017 | 7018, 7018 | 7019, 7019 | 7020, 7020",,,,,,[crt_d30_assign_site(7)] = '1',,,,,,
crt_d30_email_s7,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,[crt_d30_assign_site(7)] = '1',,,,,,
crt_d30_assign_rater_s2,behavior_scores,,dropdown,Site 2 assigned rater,"2000, 2000 | 2001, 2001 | 2002, 2002 | 2003, 2003 | 2004, 2004 | 2005, 2005 | 2006, 2006 | 2007, 2007 | 2008, 2008 | 2009, 2009 | 2010, 2010 | 2011, 2011 | 2012, 2012 | 2013, 2013 | 2014, 2014 | 2015, 2015 | 2016, 2016 | 2017, 2017 | 2018, 2018 | 2019, 2019 | 2020, 2020",,,,,,[crt_d30_assign_site(2)] = '1',,,,,,
crt_d30_email_s2,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,[crt_d30_assign_site(2)] = '1',,,,,,
crt_d30_assign_rater_s4,behavior_scores,,dropdown,Site 4 assigned rater,"4000, 4000|4001, 4001|4002, 4002|4003, 4003|4004, 4004|4005, 4005|4006, 4006|4007, 4007|4008, 4008|4009, 4009|4010, 4010|4011, 4011|4012, 4012|4013, 4013|4014, 4014|4015, 4015|4016, 4016|4017, 4017|4018, 4018|4019, 4019|4020, 4020",,,,,,[crt_d30_assign_site(4)] = '1',,,,,,
crt_d30_email_s4,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_d30_assign_site(4)] = '1',,,,,,
crt_d30_assign_rater_s8,behavior_scores,,dropdown,Site 8 assigned rater,"8000, 8000 | 8001, 8001 | 8002, 8002 | 8003, 8003 | 8004, 8004 | 8005, 8005 | 8006, 8006 | 8007, 8007 | 8008, 8008 | 8009, 8009 | 8010, 8010 | 8011, 8011 | 8012, 8012 | 8013, 8013 | 8014, 8014 | 8015, 8015 | 8016, 8016 | 8017, 8017 | 8018, 8018 | 8019, 8019 | 8020, 8020",,,,,,[crt_d30_assign_site(8)] = '1',,,,,,
crt_d30_email_s8,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_d30_assign_site(8)] = '1',,,,,,
crt_d30_assign_rater_s6,behavior_scores,,dropdown,Site 6 assigned rater,"6000, 6000|6001, 6001|6002, 6002|6003, 6003|6004, 6004|6005, 6005|6006, 6006|6007, 6007|6008, 6008|6009, 6009|6010, 6010|6011, 6011|6012, 6012|6013, 6013|6014, 6014|6015, 6015|6016, 6016|6017, 6017|6018, 6018|6019, 6019|6020, 6020",,,,,,[crt_d30_assign_site(6)] = '1',,,,,,
crt_d30_email_s6,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_d30_assign_site(6)] = '1',,,,,,
crt_d30_assign_rater_s9,behavior_scores,,dropdown,Site 9 assigned rater,"9000, 9000 | 9001, 9001 | 9002, 9002 | 9003, 9003 | 9004, 9004 | 9005, 9005 | 9006, 9006 | 9007, 9007 | 9008, 9008 | 9009, 9009 | 9010, 9010",,,,,,,,,,,,
crt_d30_email_s9,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,,,,,,,
crt_d30_rater_s1,behavior_scores,Site 1 Corner Test Results,dropdown,Authorized rater,"1000, 1000 | 1001, 1001 | 1002, 1002 | 1003, 1003 | 1004, 1004 | 1005, 1005 | 1006, 1006 | 1007, 1007 | 1008, 1008 | 1009, 1009 | 1010, 1010 | 1011, 1011 | 1012, 1012 | 1013, 1013 | 1014, 1014 | 1015, 1015 | 1016, 1016 | 1017, 1017 | 1018, 1018 | 1019, 1019 | 1020, 1020",,,,,,[crt_d30_assign_site(1)] = '1',,,,,,
crt_d30_rate_date_s1,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d30_assign_site(1)] = '1',,,,,,
crt_d30_right_s1,behavior_scores,,text,Right,,,number,0,10,,[crt_d30_assign_site(1)] = '1',,,,,,
crt_d30_left_s1,behavior_scores,,text,Left,,,number,0,10,,[crt_d30_assign_site(1)] = '1',,,,,,
crt_d30_rate_comment_s1,behavior_scores,,text,Comments,,,,,,,[crt_d30_assign_site(1)] = '1',,,,,,
crt_d30_rater_s2,behavior_scores,Site 2 Corner Test Results,dropdown,Authorized rater,"2000, 2000 | 2001, 2001 | 2002, 2002 | 2003, 2003 | 2004, 2004 | 2005, 2005 | 2006, 2006 | 2007, 2007 | 2008, 2008 | 2009, 2009 | 2010, 2010 | 2011, 2011 | 2012, 2012 | 2013, 2013 | 2014, 2014 | 2015, 2015 | 2016, 2016 | 2017, 2017 | 2018, 2018 | 2019, 2019 | 2020, 2020",,,,,,[crt_d30_assign_site(2)] = '1',,,,,,
crt_d30_rate_date_s2,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d30_assign_site(2)] = '1',,,,,,
crt_d30_right_s2,behavior_scores,,text,Right,,,number,0,10,,[crt_d30_assign_site(2)] = '1',,,,,,
crt_d30_left_s2,behavior_scores,,text,Left,,,number,0,10,,[crt_d30_assign_site(2)] = '1',,,,,,
crt_d30_rate_comment_s2,behavior_scores,,text,Comments,,,,,,,[crt_d30_assign_site(2)] = '1',,,,,,
crt_d30_rater_s7,behavior_scores,Site 7 Corner Test Results,dropdown,Authorized rater,"7000, 7000 | 7001, 7001 | 7002, 7002 | 7003, 7003 | 7004, 7004 | 7005, 7005 | 7006, 7006 | 7007, 7007 | 7008, 7008 | 7009, 7009 | 7010, 7010 | 7011, 7011 | 7012, 7012 | 7013, 7013 | 7014, 7014 | 7015, 7015 | 7016, 7016 | 7017, 7017 | 7018, 7018 | 7019, 7019 | 7020, 7020",,,,,,[crt_d30_assign_site(7)] = '1',,,,,,
crt_d30_rate_date_s7,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d30_assign_site(7)] = '1',,,,,,
crt_d30_right_s7,behavior_scores,,text,Right,,,number,0,10,,[crt_d30_assign_site(7)] = '1',,,,,,
crt_d30_left_s7,behavior_scores,,text,Left,,,number,0,10,,[crt_d30_assign_site(7)] = '1',,,,,,
crt_d30_rate_comment_s7,behavior_scores,,text,Comments,,,,,,,[crt_d30_assign_site(7)] = '1',,,,,,
crt_d30_rater_s4,behavior_scores,Site 4 Corner Test Results,dropdown,Authorized rater,"4000, 4000 | 4001, 4001 | 4002, 4002 | 4003, 4003 | 4004, 4004 | 4005, 4005 | 4006, 4006 | 4007, 4007 | 4008, 4008 | 4009, 4009 | 4010, 4010 | 4011, 4011 | 4012, 4012 | 4013, 4013 | 4014, 4014 | 4015, 4015 | 4016, 4016 | 4017, 4017 | 4018, 4018 | 4019, 4019 | 4020, 4020",,,,,,[crt_d30_assign_site(4)] = '1',,,,,,
crt_d30_rate_date_s4,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d30_assign_site(4)] = '1',,,,,,
crt_d30_right_s4,behavior_scores,,text,Right,,,number,0,10,,[crt_d30_assign_site(4)] = '1',,,,,,
crt_d30_left_s4,behavior_scores,,text,Left,,,number,0,10,,[crt_d30_assign_site(4)] = '1',,,,,,
crt_d30_rate_comment_s4,behavior_scores,,text,Comments,,,,,,,[crt_d30_assign_site(4)] = '1',,,,,,
crt_d30_rater_s6,behavior_scores,Site 6 Corner Test Results,dropdown,Authorized rater,"6000, 6000 | 6001, 6001 | 6002, 6002 | 6003, 6003 | 6004, 6004 | 6005, 6005 | 6006, 6006 | 6007, 6007 | 6008, 6008 | 6009, 6009 | 6010, 6010 | 6011, 6011 | 6012, 6012 | 6013, 6013 | 6014, 6014 | 6015, 6015 | 6016, 6016 | 6017, 6017 | 6018, 6018 | 6019, 6019 | 6020, 6020",,,,,,[crt_d30_assign_site(6)] = '1',,,,,,
crt_d30_rate_date_s6,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d30_assign_site(6)] = '1',,,,,,
crt_d30_right_s6,behavior_scores,,text,Right,,,number,0,10,,[crt_d30_assign_site(6)] = '1',,,,,,
crt_d30_left_s6,behavior_scores,,text,Left,,,number,0,10,,[crt_d30_assign_site(6)] = '1',,,,,,
crt_d30_rate_comment_s6,behavior_scores,,text,Comments,,,,,,,[crt_d30_assign_site(6)] = '1',,,,,,
crt_d30_rater_s8,behavior_scores,Site 8 Corner Test Results,dropdown,Authorized rater,"8000, 8000 | 8001, 8001 | 8002, 8002 | 8003, 8003 | 8004, 8004 | 8005, 8005 | 8006, 8006 | 8007, 8007 | 8008, 8008 | 8009, 8009 | 8010, 8010 | 8011, 8011 | 8012, 8012 | 8013, 8013 | 8014, 8014 | 8015, 8015 | 8016, 8016 | 8017, 8017 | 8018, 8018 | 8019, 8019 | 8020, 8020",,,,,,[crt_d30_assign_site(8)] = '1',,,,,,
crt_d30_rate_date_s8,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d30_assign_site(8)] = '1',,,,,,
crt_d30_right_s8,behavior_scores,,text,Right,,,number,0,10,,[crt_d30_assign_site(8)] = '1',,,,,,
crt_d30_left_s8,behavior_scores,,text,Left,,,number,0,10,,[crt_d30_assign_site(8)] = '1',,,,,,
crt_d30_rate_comment_s8,behavior_scores,,text,Comments,,,,,,,[crt_d30_assign_site(8)] = '1',,,,,,
crt_d30_rater_s9,behavior_scores,Site 9 Corner Test Results,dropdown,Authorized rater,"9000, 9000 | 9001, 9001 | 9002, 9002 | 9003, 9003 | 9004, 9004 | 9005, 9005 | 9006, 9006 | 9007, 9007 | 9008, 9008 | 9009, 9009 | 9010, 9010",,,,,,,,,,,,
crt_d30_rate_date_s9,behavior_scores,,text,Date rated,,,date_mdy,,,,,,,,,,
crt_d30_right_s9,behavior_scores,,text,Right,,,number,0,10,,,,,,,,
crt_d30_left_s9,behavior_scores,,text,Left,,,number,0,10,,,,,,,,
crt_d30_rate_comment_s9,behavior_scores,,text,Comments,,,,,,,,,,,,,
eos_conduct,end_of_study,,radio,Did the animal survive to the end of the trial?,"1, Yes | 0, No | 2, Not Applicable (animal did not start the trial)",,,,,,[enrollment_complete] = '2',y,,,,,
eos_early_exit_rsn,end_of_study,,radio,"If no, reason for early exit","1, Animal death | 2, Equipment failure | 3, Animal lost | 4, Other",,,,,,[eos_conduct] = '0',y,,,,,
eos_description,end_of_study,,notes,Please describe,,,,,,,[eos_early_exit_rsn] = '1' or [eos_early_exit_rsn] = '2' or [eos_early_exit_rsn] = '3' or [eos_early_exit_rsn] = '4',,,,,,
eos_na_description,end_of_study,,notes,Reason animal did not start the trial,,,,,,,[eos_conduct] = '2',,,,,,
eos_actual_death_dt,end_of_study,,text,Actual date of death,,,date_mdy,,,,[eos_conduct] = '1' or [eos_conduct] = '0',y,,,,,
eos_map,end_of_study,,text,Blood pressure (MAP) at euthanasia (mmHg),,,number,,,,[enro_model] = '1' and [eos_conduct]= '1',,,,,,
eos_weight,end_of_study,,text,Weight (g),,,number,,,,[eos_conduct]= '1' or [eos_conduct]= '0',,,,,,
eos_blood_glucose,end_of_study,,text,Blood glucose (mg/dl),,,,,,,[eos_conduct]= '1',,,,,,
eos_glucometer_brand,end_of_study,,text,Glucometer brand,,,,,,,[eos_conduct]= '1',,,,,,
eos_nds_normal,end_of_study,Neurological Deficit Score (NDS),radio,Normal,"1, Yes | 0, No",,,,,,[eos_conduct] = '1',,,,eos_nds,,
eos_nds_turning,end_of_study,,radio,Forelimb and torso turning to one side,"1, Yes | 0, No",,,,,,[eos_nds_normal] = '0',,,,eos_nds,,
eos_nds_circling,end_of_study,,radio,Circling,"1, Yes | 0, No",,,,,,[eos_nds_normal] = '0',,,,eos_nds,,
eos_nds_bear_wt,end_of_study,,radio,Unable to bear weight on one side,"1, Yes | 0, No",,,,,,[eos_nds_normal] = '0',,,,eos_nds,,
eos_nds_spontaneous,end_of_study,,radio,No spontaneous movement or barrel rolling,"1, Yes | 0, No",,,,,,[eos_nds_normal] = '0',,,,eos_nds,,
eos_circling_direct,end_of_study,,radio,What direction is the animal circling?,"1, Right | 2, Left",,,,,,[eos_nds_circling] = '1',,,,,,
eos_nds_score,end_of_study,,calc,Sum of score,"sum ([eos_nds_normal]*0, [eos_nds_turning], [eos_nds_circling],[eos_nds_bear_wt], [eos_nds_spontaneous])",,,,,,[user-name] = 'jlamb' or [user-name] = 'knagarkatti' and [eos_conduct]= '1',,,,,, @HIDDEN
eos_comment,end_of_study,,notes,General comments or observations noted,,,,,,,[eos_conduct]= '1',,,,,,
eos_day_diff_srg_death,end_of_study,,calc,Difference between actual surgery and death (days) (CC view only),"datediff([srg_actual_surg_dt],[eos_actual_death_dt], 'd', 'mdy', true)",,,,,,[eos_conduct] = '1' or [eos_conduct] = '0',,,,,, @HIDDEN
bank_conduct,tissue_banking,,radio,Was tissue banked for this animal?,"1, Yes | 0, No",,,,,,[enrollment_complete] = '2',,,,,,
bank_tissue_type,tissue_banking,,checkbox,Tissue type,"1, Brain | 2, Heart | 3, Liver | 4, Kidney | 6, Serum | 5, Other",,,,,,[bank_conduct] = '1',,,,,,
bank_tissue_type_oth,tissue_banking,,text,"If other tissue type, specify",,,,,,,[bank_tissue_type(5)] = '1',,,,,,
bank_tissue_frozen,tissue_banking,,radio,Was the tissue flash frozen?,"1, Yes | 0, No",,,,,,[bank_conduct] = '1',,,,,,
bank_perfusion,tissue_banking,,checkbox,Perfusion,"1, Saline|2, Heparinized saline|3, PFA|4, Other",,,,,,[bank_conduct] = '1',,,,,,
bank_perfusion_oth,tissue_banking,,text,"If other perfusion, specify",,,,,,,[bank_perfusion(4)] = '1',,,,,,
bank_cryoprotectant,tissue_banking,,checkbox,Cryoprotectant,"1, Sucrose|2, Glycerol|3, Other",,,,,,[bank_conduct] = '1',,,,,,
bank_cryoprotectant_oth,tissue_banking,,text,"If other cryoprotectant, specify",,,,,,,[bank_cryoprotectant(3)] = '1',,,,,,
bank_perfusion_notes,tissue_banking,,notes,Notes from perfusion process,,,,,,,[bank_conduct] = '1',,,,,,
bank_gross_observ,tissue_banking,,notes,Gross observations of tissue,,,,,,,[bank_conduct] = '1',,,,,,
